"neighbourhood_cleansed","room_type","bathrooms","bedrooms","accommodates","minimum_nights","availability_365","number_of_reviews","review_scores_rating","review_scores_cleanliness","review_scores_location","host_is_superhost","instant_bookable","host_identity_verified","calculated_host_listings_count","dist_to_downtown","price"
"Le Sueur","Private room",1,1,3,1,324,21,4.9,5,4.95,0,0,1,2,33.8347768689244,99
"Le Sueur","Private room",1,1,3,1,321,12,5,5,4.83,0,0,1,2,33.8347975918566,99
"Carver","Private room",1,2,4,1,167,7,5,5,5,0,0,0,1,19.0403858905722,197
"Carver","Entire home/apt",1,2,7,2,362,6,4.67,4.17,5,0,1,0,39,29.1461642318197,150
"Hennepin","Entire home/apt",1,2,6,1,327,3,4.67,4.67,5,0,1,0,8,9.09431163847531,99
"Ramsey","Entire home/apt",2,4,8,2,89,22,4.86,4.86,4.73,1,1,1,1,2.33897778560863,128
"Hennepin","Entire home/apt",2.5,3,8,7,194,3,3.67,3.67,4,0,0,1,1,9.87326042056022,150
"Washington","Entire home/apt",1,2,4,2,359,3,4.33,4.33,4,0,0,0,1,15.5084027227866,145
"Hennepin","Entire home/apt",3.5,4,10,3,311,3,5,5,4.67,1,0,1,7,2.25741068824674,422
"Ramsey","Private room",2,1,1,1,365,11,4.91,4.91,4.91,0,0,1,4,1.40255857722104,29
"Hennepin","Entire home/apt",1,3,6,60,106,9,5,5,5,1,0,1,1,4.94726128408764,219
"Hennepin","Entire home/apt",1,2,4,14,0,1,5,5,5,0,0,0,1,5.25467895843711,80
"Hennepin","Entire home/apt",1,3,6,3,305,9,5,4.89,4.89,1,0,1,1,1.52682378755224,115
"Washington","Entire home/apt",4.5,5,16,3,280,4,5,5,5,0,1,0,1,24.0491194565311,455
"Hennepin","Entire home/apt",2,3,6,2,110,11,5,4.91,5,1,0,1,1,3.93664320041582,229
"Hennepin","Entire home/apt",1,1,2,1,299,20,4.55,4.7,4.8,0,0,1,11,1.75641064628349,119
"Hennepin","Entire home/apt",3,4,8,2,152,8,5,5,5,0,0,1,1,1.84591127161223,181
"Anoka","Private room",1,1,1,30,365,1,1,1,5,0,0,0,2,9.04362703357453,42
"Hennepin","Entire home/apt",1,2,4,2,106,9,5,5,4.78,0,0,1,1,4.40838696406956,118
"Mille Lacs","Entire home/apt",2,3,8,2,344,5,5,5,4.8,0,1,0,39,90.6745123644782,186
"Sherburne","Entire home/apt",1,2,6,2,307,9,4.89,4.56,4.78,0,1,0,1,36.1559376994384,151
"Hennepin","Entire home/apt",2,3,8,1,167,25,4.68,4.76,4.92,1,0,1,5,7.76090421393463,200
"Hennepin","Entire home/apt",1,1,4,2,363,2,5,5,5,0,0,0,1,9.60353067855625,125
"Hennepin","Entire home/apt",1,1,3,2,102,42,4.98,5,5,1,0,1,1,8.26939737954655,99
"Hennepin","Entire home/apt",2,2,4,3,353,17,4.88,4.94,4.88,1,0,1,2,1.35244485969262,225
"Isanti","Entire home/apt",2,2,4,7,358,4,5,4.75,5,0,0,1,1,35.2329621678897,250
"Hennepin","Private room",1,1,2,1,142,26,4.69,4.77,4.73,1,0,1,1,3.73734854441096,34
"Ramsey","Entire home/apt",1,3,6,1,82,62,4.97,4.95,4.92,1,0,0,1,1.45256016070895,77
"Hennepin","Entire home/apt",2,4,10,2,143,26,5,4.92,4.92,1,0,1,1,1.5211131842942,193
"Hennepin","Private room",2,3,10,1,351,31,4.58,4.77,4.55,1,1,1,2,1.81719506965344,101
"Hennepin","Entire home/apt",1,1,2,30,81,2,2.5,2.5,3,0,1,1,1,6.93669631111971,66
"Ramsey","Entire home/apt",1,3,6,3,139,7,4.86,4.71,5,0,0,0,1,5.17706055412103,199
"Pierce","Entire home/apt",1,2,6,1,264,1,5,5,5,1,1,1,1,40.3657448296785,220
"Dakota","Private room",1.5,3,6,1,365,4,5,5,5,0,1,1,1,15.2627218172988,157
"Washington","Private room",1,1,3,1,335,18,5,5,5,1,0,1,2,18.1860244017014,158
"Chisago","Entire home/apt",2,2,6,2,135,13,5,5,5,1,1,0,1,43.5811424545234,152
"Hennepin","Entire home/apt",3.5,4,10,2,0,15,4.67,4.8,4.67,0,0,0,1,13.2084776380924,450
"Washington","Entire home/apt",2.5,4,10,2,17,8,4.5,4.88,4.88,0,0,1,1,12.7328606365299,428
"Ramsey","Entire home/apt",1,2,4,1,326,14,4.93,4.86,4.86,1,0,1,3,5.50689363601346,90
"Hennepin","Entire home/apt",1,1,6,1,100,10,4.5,4.7,4.9,0,1,1,2,8.63986306302219,130
"Anoka","Entire home/apt",2,3,8,3,301,3,5,4.67,4.67,0,1,0,39,15.2599939227558,191
"Sherburne","Entire home/apt",1,2,5,3,255,2,5,5,5,0,0,1,1,34.9143175853557,205
"Hennepin","Private room",1,1,1,1,300,3,5,5,4.67,0,1,1,3,3.38377225283339,100
"Wright","Private room",1,1,2,1,365,3,5,5,5,1,0,1,3,44.4938494913511,50
"Ramsey","Entire home/apt",1,3,6,30,129,3,5,5,5,1,0,1,11,3.97760409716435,169
"Hennepin","Entire home/apt",1,1,4,30,213,2,5,5,5,0,1,1,1,0.742827982001395,70
"Hennepin","Entire home/apt",1,3,8,1,191,30,5,4.93,4.93,1,0,1,1,4.67223133883996,193
"Hennepin","Entire home/apt",1,2,6,2,265,20,4.95,5,4.95,0,1,0,2,1.22031439156694,153
"Sherburne","Entire home/apt",1,1,2,1,325,1,4,5,5,1,1,0,5,37.3671581232645,46
"Ramsey","Entire home/apt",1,3,8,2,357,4,2.75,3.25,4,0,1,0,39,5.14131983259403,156
"Hennepin","Entire home/apt",1,2,4,2,73,6,5,5,5,1,0,1,4,2.20970050972801,140
"Ramsey","Entire home/apt",2,3,5,5,270,3,5,5,5,1,0,1,2,3.09059956320043,225
"Hennepin","Entire home/apt",3,5,10,3,126,14,4.79,4.93,4.93,1,1,1,2,6.29666565040579,231
"Hennepin","Entire home/apt",2.5,4,8,1,337,2,5,5,5,1,0,1,91,4.82031811078049,250
"Scott","Private room",2.5,3,6,1,90,4,5,5,5,0,0,1,1,15.9450719463964,140
"Hennepin","Entire home/apt",2,3,8,2,155,15,4.93,4.87,4.87,0,0,1,1,5.06759216410676,146
"Chisago","Entire home/apt",3,4,10,2,342,4,4.5,5,4.5,0,0,0,1,38.1240791712398,400
"Ramsey","Entire home/apt",1,3,4,3,195,11,5,5,5,0,0,0,1,4.22413283108253,245
"Ramsey","Entire home/apt",1,1,2,1,340,15,5,5,5,1,1,0,1,4.46717319078529,84
"Ramsey","Entire home/apt",2,4,9,2,237,5,5,5,5,1,1,0,1,4.37377453650843,206
"Hennepin","Private room",1,1,4,1,90,7,4.86,4.86,5,1,1,1,2,7.32323307332008,55
"Ramsey","Entire home/apt",1.5,3,6,2,58,2,5,5,5,1,0,1,1,2.04105147841203,109
"Ramsey","Entire home/apt",1,3,8,2,330,6,5,4.83,4.83,0,0,0,1,3.26193786293579,110
"Anoka","Private room",1,1,1,2,330,11,5,4.82,5,1,0,1,2,12.1537371485274,30
"Hennepin","Entire home/apt",1,3,8,2,142,18,5,5,5,1,0,1,2,3.99175113706633,201
"Hennepin","Private room",1,1,2,60,365,1,5,5,5,0,0,1,1,10.7483292835321,105
"Hennepin","Private room",1,1,1,30,82,2,4.5,3,5,0,0,0,7,1.98429554574753,25
"Washington","Entire home/apt",2,4,9,2,144,25,4.92,4.56,4.96,0,1,1,1,7.12374875331423,119
"Hennepin","Entire home/apt",1,2,4,1,345,13,4.77,4.85,4.77,0,0,1,1,2.70473141141882,110
"Mille Lacs","Entire home/apt",1,1,3,2,257,5,5,5,5,1,0,1,2,81.00579745418,113
"Hennepin","Entire home/apt",2,6,10,28,125,1,5,4,5,0,0,1,4,1.44658948709363,216
"Washington","Entire home/apt",1,1,3,2,342,10,5,5,5,1,0,0,2,15.8377788455841,339
"Mille Lacs","Entire home/apt",2,3,8,30,293,2,5,5,5,1,1,0,5,80.9767595485858,122
"Chisago","Entire home/apt",3,5,16,2,296,1,5,5,5,0,0,0,3,49.3334916819495,1052
"Ramsey","Entire home/apt",2.5,3,8,1,111,26,4.65,4.54,4.69,0,1,0,1,8.08439013947159,99
"Hennepin","Entire home/apt",2,2,2,2,86,2,5,5,5,0,1,1,1,5.19318876622509,164
"Ramsey","Entire home/apt",1,2,4,3,59,2,5,5,5,0,0,1,1,3.64901830728646,104
"Chisago","Entire home/apt",1,2,4,4,119,2,5,5,5,1,1,1,1,50.1404964331009,175
"Ramsey","Entire home/apt",1,2,4,2,0,6,4.67,4.5,4.33,0,1,1,1,4.85954716994321,99
"Chisago","Entire home/apt",1,1,4,1,311,14,5,4.93,5,1,1,1,1,40.3826748817122,100
"Ramsey","Entire home/apt",1,1,2,2,188,1,4,4,5,0,1,1,1,7.61949407819649,95
"Wright","Entire home/apt",2,3,14,2,304,1,5,5,5,0,0,0,1,43.8217099702412,200
"Hennepin","Entire home/apt",1,2,4,1,148,26,4.88,4.92,4.96,1,0,1,2,7.51629320310878,59
"Hennepin","Entire home/apt",1,2,6,2,343,17,4.94,4.94,4.94,1,0,1,1,1.98486064901283,109
"Hennepin","Entire home/apt",5.5,6,12,1,328,3,5,4.67,5,1,0,1,91,3.42458979946865,405
"Hennepin","Private room",1.5,1,1,7,110,1,5,5,5,1,1,1,5,3.29074927183709,60
"Ramsey","Entire home/apt",1,1,3,2,205,4,4.5,3.75,4.75,0,1,0,39,1.29498889983526,114
"Dakota","Private room",1.5,2,6,3,20,22,5,4.95,5,1,1,1,1,5.02009530105451,51
"Hennepin","Private room",1,1,1,14,365,1,5,5,5,1,0,1,5,6.08730101555286,91
"Hennepin","Entire home/apt",1.5,4,9,2,332,15,4.67,4.73,4.87,0,0,1,18,2.19846621466545,100
"Dakota","Private room",1,1,2,1,133,28,4.96,5,4.93,1,0,1,1,4.13510368798962,50
"Hennepin","Entire home/apt",1,1,4,3,282,3,5,5,5,1,0,0,5,18.3417879177529,80
"Hennepin","Entire home/apt",1,2,4,1,54,30,4.93,4.97,4.87,1,0,1,1,5.47286038111175,95
"Hennepin","Private room",2,1,2,3,167,3,4.67,5,5,0,1,1,7,5.9524956970992,17
"Hennepin","Entire home/apt",2,4,10,2,91,9,4.89,5,5,1,0,1,1,2.11267868641636,200
"Washington","Entire home/apt",2,3,4,5,80,1,5,5,5,0,0,1,1,7.89304852579934,125
"Hennepin","Entire home/apt",1,2,4,30,192,1,5,5,5,0,0,1,2,2.29581557695094,94
"Dakota","Private room",1,2,4,2,88,3,4.67,5,5,0,0,1,1,2.68813882302028,123
"Hennepin","Entire home/apt",1,1,2,1,360,11,4.82,4.73,4.64,0,0,1,1,0.76770274021111,86
"Ramsey","Private room",1,1,1,4,268,2,5,5,5,1,0,1,3,2.46197158781269,64
"Anoka","Entire home/apt",3,4,14,3,321,8,4.88,4.63,4.88,0,0,1,1,29.6235723517974,471
"Hennepin","Entire home/apt",1,2,4,2,0,2,5,4,4.5,0,1,0,39,13.1107896540788,119
"Hennepin","Private room",1,1,2,1,324,1,5,5,5,0,0,1,1,1.94085581224258,70
"Hennepin","Entire home/apt",1,2,4,2,348,3,5,5,5,0,0,1,1,2.8391475630349,100
"Washington","Entire home/apt",4,4,8,4,270,2,5,4.5,4.5,0,0,0,1,24.0699741527715,290
"Hennepin","Entire home/apt",1,3,5,2,0,2,5,5,5,0,0,1,1,3.43599349436786,170
"Hennepin","Entire home/apt",2,3,8,2,233,6,5,4.83,5,0,0,1,1,2.30711661720592,238
"Hennepin","Private room",1,1,1,1,310,5,5,5,4.2,0,1,1,3,3.28171062191628,75
"Hennepin","Entire home/apt",1,1,4,2,300,18,4.94,4.94,4.94,1,0,1,1,2.40451929467139,60
"Wright","Entire home/apt",1,2,5,2,266,2,5,5,5,0,1,0,1,40.3228288916982,157
"Hennepin","Entire home/apt",1,1,4,2,293,5,4,4.4,3.6,0,0,1,11,2.15942325727072,123
"Hennepin","Entire home/apt",2,2,6,2,297,5,5,5,4.6,0,0,1,11,2.15080907151397,138
"Hennepin","Entire home/apt",1,1,4,2,299,13,4.77,4.69,4.46,0,0,1,11,2.15777923124114,108
"Hennepin","Entire home/apt",2.5,3,6,1,236,5,5,4.8,5,1,0,1,91,16.0509651162104,189
"Hennepin","Private room",1.5,1,1,7,226,1,4,5,4,1,1,1,5,2.96519616657096,45
"Hennepin","Entire home/apt",1,1,2,3,274,28,5,5,4.89,0,0,0,1,11.1163660922678,85
"Ramsey","Entire home/apt",1,1,3,2,177,18,4.89,4.94,4.83,1,0,0,1,3.41303523717198,62
"Hennepin","Private room",1,1,1,1,311,5,5,4.8,4.8,0,1,1,3,3.37910037278515,75
"Hennepin","Entire home/apt",1,2,4,1,333,20,4.75,4.5,4.9,0,0,1,1,3.98404284638436,87
"Ramsey","Entire home/apt",1,2,6,1,242,22,5,4.86,4.91,1,0,1,2,2.63775547082063,102
"Hennepin","Entire home/apt",1,1,4,13,338,2,5,5,5,0,0,1,9,2.6053896305746,99
"Mille Lacs","Entire home/apt",1,2,7,2,354,2,5,5,5,0,0,1,2,88.557551246511,110
"Sherburne","Private room",1,1,4,1,359,5,5,5,4.8,0,0,1,1,58.6456015136657,68
"Mille Lacs","Entire home/apt",3,3,14,2,294,13,5,4.92,5,0,1,1,1,90.7406000257555,200
"Mille Lacs","Entire home/apt",1,3,10,2,359,5,5,5,5,0,0,1,2,88.5065243015554,129
"Ramsey","Entire home/apt",1,2,4,2,123,12,5,5,4.5,1,1,1,2,1.61701584255521,99
"Hennepin","Entire home/apt",2,4,10,3,311,4,5,5,5,1,1,1,4,12.0902121414018,225
"Ramsey","Entire home/apt",2,2,4,3,60,2,4.5,5,5,0,1,1,3,3.66145524173344,194
"Dakota","Entire home/apt",1.5,4,8,1,255,29,4.97,5,5,1,0,1,2,12.2463988738647,150
"Hennepin","Entire home/apt",1,2,5,2,21,17,4.76,4.71,4.82,0,1,1,1,2.16235825366029,106
"Hennepin","Entire home/apt",4,4,14,1,264,9,4.78,4.67,4.89,1,0,1,5,10.2269725152267,320
"Hennepin","Entire home/apt",2.5,3,6,7,320,1,5,5,5,0,1,0,1,14.2344043636297,299
"Hennepin","Entire home/apt",2,3,10,2,353,15,4.67,4.87,4.47,0,0,1,1,1.93839067966249,99
"Hennepin","Entire home/apt",2,4,10,365,24,2,5,5,5,0,0,1,1,10.2669673649037,171
"Hennepin","Entire home/apt",2,4,8,1,365,1,4,4,4,0,0,1,3,7.72682916967311,141
"Hennepin","Entire home/apt",2,3,6,1,336,9,5,4.89,4.78,0,1,1,1,2.39904573258549,159
"Hennepin","Entire home/apt",1.5,2,6,1,324,7,5,5,5,0,0,1,1,1.60961052579363,182
"Hennepin","Entire home/apt",1,2,6,1,365,2,3,3.5,4,0,1,1,1,5.12923327062048,94
"Washington","Entire home/apt",1,2,5,1,304,17,4.76,4.65,4.88,0,0,0,1,15.3252335417985,133
"Hennepin","Entire home/apt",1,3,6,30,180,1,3,3,2,1,0,1,9,1.25617595591512,88
"Hennepin","Entire home/apt",1,3,6,30,114,1,4,3,4,1,0,1,9,1.31251420504319,88
"Hennepin","Entire home/apt",1,3,6,30,180,1,5,5,5,1,0,1,9,1.23403620204363,94
"Hennepin","Entire home/apt",1,3,6,30,129,1,5,5,5,1,0,1,9,1.25412324469628,88
"Ramsey","Entire home/apt",1.5,5,10,1,356,21,4.86,4.81,4.86,1,1,1,2,2.41922827317599,196
"Chisago","Entire home/apt",2.5,3,8,2,151,9,5,4.89,5,0,0,0,1,31.682387227157,180
"Washington","Private room",2,2,8,1,236,13,5,4.85,5,1,0,1,2,18.2164637303211,235
"Hennepin","Entire home/apt",3,5,10,3,365,1,5,5,3,0,0,0,1,9.53638542287394,479
"Hennepin","Entire home/apt",1,1,4,2,134,14,4.86,5,4.86,1,0,1,2,1.85118008583975,79
"Wright","Private room",1,1,2,1,31,2,5,5,5,0,0,1,3,44.3038248557973,83
"Ramsey","Entire home/apt",1,2,3,28,267,1,5,5,5,0,0,1,1,2.06554606141364,99
"Hennepin","Entire home/apt",2,2,4,14,28,1,5,5,5,1,0,1,29,9.32999576817113,155
"Hennepin","Private room",2,1,2,1,60,28,4.89,5,4.93,1,1,1,9,2.40410455672454,50
"Hennepin","Entire home/apt",3,5,10,3,47,5,5,5,4.8,1,1,1,1,3.91498034920307,278
"Hennepin","Entire home/apt",3,3,6,2,340,3,5,5,4.67,0,1,0,39,5.25993415863671,186
"Hennepin","Entire home/apt",1,3,6,2,90,3,5,5,4.33,0,0,1,1,1.61893705025381,186
"Ramsey","Entire home/apt",1,2,4,1,2,2,3.5,4,3.5,0,1,1,14,3.66377395424563,61
"Chisago","Entire home/apt",2,3,8,2,336,1,5,5,5,0,1,0,1,28.5390545321375,306
"Hennepin","Entire home/apt",3,4,10,2,125,23,4.96,5,4.91,1,0,1,1,2.3828172893676,213
"Ramsey","Entire home/apt",2,2,6,2,335,2,5,5,5,0,1,1,1,6.92581129688696,150
"Hennepin","Entire home/apt",1,2,3,2,100,11,4.91,5,4.82,0,0,1,1,1.7588616089591,89
"Hennepin","Entire home/apt",1.5,1,5,2,344,10,4.9,5,4.9,0,1,0,39,1.77630278357855,128
"Ramsey","Entire home/apt",3.5,6,10,3,79,1,5,5,5,1,1,1,3,2.1892301478108,396
"Hennepin","Entire home/apt",1,2,4,1,363,4,5,5,4.5,1,0,1,91,1.26167176473959,154
"Wright","Entire home/apt",2,4,10,2,285,7,5,5,5,0,1,1,1,46.7436028714824,225
"Hennepin","Private room",2,1,2,1,74,5,4.8,5,5,1,1,1,9,2.45011587151035,60
"Hennepin","Entire home/apt",2,3,6,1,257,2,5,5,5,1,0,1,91,5.68945932063594,210
"Anoka","Entire home/apt",1,3,6,2,80,8,4.38,4.5,4.25,0,0,1,1,4.97674036154925,90
"Hennepin","Entire home/apt",1,2,5,2,167,12,5,4.83,4.83,1,1,1,2,3.43345513676901,125
"Anoka","Entire home/apt",1,1,4,1,19,34,5,5,4.85,1,0,1,3,4.91929898855293,209
"Ramsey","Entire home/apt",1,2,5,1,12,12,4.92,4.42,4.42,1,1,1,1,1.30564309476078,76
"Hennepin","Entire home/apt",2,4,10,2,315,15,4.93,4.87,5,0,0,1,18,7.4999180472197,127
"Ramsey","Entire home/apt",1,1,4,1,333,8,4.75,4.38,4.88,0,0,1,14,3.68071206172013,65
"Ramsey","Entire home/apt",1,1,4,1,331,3,5,5,5,0,0,1,14,3.62233565176478,74
"Hennepin","Entire home/apt",1,1,2,1,356,27,4.67,4.67,4.41,0,1,1,24,2.69424106228871,82
"Ramsey","Private room",1,1,1,1,0,9,4.22,4.22,4.67,0,1,1,3,3.24354455898634,40
"Hennepin","Entire home/apt",1,1,4,1,355,13,5,4.92,5,0,0,1,1,2.15977588193021,101
"Ramsey","Entire home/apt",1,3,5,1,320,7,4.57,4.29,3.86,0,0,1,14,3.62032393677179,89
"Hennepin","Entire home/apt",2,3,6,4,71,3,5,5,5,0,0,0,1,4.76966338777844,205
"Hennepin","Private room",2,1,1,1,58,14,4.93,4.93,4.93,1,0,1,9,2.43231548581924,45
"Ramsey","Entire home/apt",2,4,9,2,320,8,4.88,5,4.88,0,1,1,1,5.48367562548674,175
"Hennepin","Entire home/apt",2,3,4,2,214,2,5,5,5,1,1,1,4,5.05367464406685,94
"Hennepin","Entire home/apt",1,2,4,3,132,9,5,5,5,1,0,0,18,1.11076875564985,83
"Le Sueur","Entire home/apt",2.5,5,12,4,281,11,5,4.91,5,1,0,1,2,54.6265481808785,329
"Washington","Entire home/apt",2,3,6,1,157,14,5,5,5,0,0,0,1,22.7501428858402,150
"Hennepin","Entire home/apt",1,1,2,3,138,7,4.71,4.29,4.86,1,0,0,18,1.20129482632846,55
"Hennepin","Entire home/apt",1,1,2,3,150,2,5,5,5,1,0,0,18,1.19767492014035,55
"Ramsey","Entire home/apt",1,2,6,3,36,9,4.67,4.44,4.89,0,0,1,2,3.90212199206205,69
"Hennepin","Entire home/apt",3,4,16,2,135,1,5,5,5,1,0,1,3,10.9869372599993,590
"Hennepin","Private room",1,1,2,3,295,2,4,5,4,0,0,1,7,5.72147077415474,54
"Hennepin","Entire home/apt",1,3,6,2,106,4,4.5,4.5,5,0,1,1,7,5.79768031330408,161
"Anoka","Entire home/apt",1,1,4,2,161,2,5,5,4.5,1,1,1,2,11.8003197829265,125
"Hennepin","Entire home/apt",1,2,4,2,35,10,4.5,4.9,4.3,0,0,0,1,5.79795394973172,74
"Ramsey","Entire home/apt",1,1,4,2,2,7,5,5,4.71,1,1,0,2,1.10812020361093,100
"Ramsey","Entire home/apt",2,3,7,2,97,2,5,5,5,0,1,1,1,3.67589416594529,125
"Ramsey","Entire home/apt",1,3,6,2,279,5,4,4.4,4.2,0,0,1,1,1.86151952490568,150
"Hennepin","Private room",1,1,2,1,361,1,5,5,5,0,0,1,8,7.25933120844984,68
"Wright","Entire home/apt",2,2,4,2,275,10,5,5,5,1,1,1,24,34.3903304851574,172
"Ramsey","Entire home/apt",1.5,2,4,10,294,1,5,5,5,0,0,1,8,8.10112533932496,179
"Hennepin","Entire home/apt",2,6,15,2,171,7,5,4.86,4.86,0,0,0,1,4.25453391356917,252
"Wright","Entire home/apt",2,2,4,2,305,3,5,5,5,1,1,1,24,34.4583576396168,172
"Sherburne","Entire home/apt",2,3,8,4,282,2,5,5,4.5,0,0,1,2,34.6199858879985,180
"Hennepin","Entire home/apt",1,1,2,3,140,9,4.89,4.89,5,1,0,0,18,1.19946665666327,56
"Hennepin","Entire home/apt",2.5,3,4,4,3,1,5,4,4,0,0,1,1,17.4964476570529,100
"Hennepin","Private room",1,1,2,30,156,2,5,5,5,1,1,1,3,2.02930067940339,20
"Isanti","Entire home/apt",1,2,6,1,65,4,5,5,5,1,0,1,2,40.9220029608541,98
"Ramsey","Entire home/apt",1.5,4,8,2,290,11,5,4.91,4.91,0,0,1,1,4.01423588956386,225
"Hennepin","Entire home/apt",1,2,6,1,146,20,4.95,4.95,4.9,1,0,1,2,3.94485143514611,99
"Ramsey","Entire home/apt",1.5,3,6,2,292,1,5,4,4,0,0,1,4,9.72664918563995,249
"Ramsey","Private room",1.5,1,1,1,61,2,5,5,5,0,0,1,2,4.42613396552724,60
"Pierce","Entire home/apt",4,4,10,1,343,5,4.4,4.6,5,0,0,1,2,19.709403721036,355
"Hennepin","Entire home/apt",3,4,10,30,196,15,4.93,4.8,4.67,0,0,1,18,6.32146906949387,129
"St. Croix","Entire home/apt",3,6,15,2,101,1,4,2,5,0,0,1,2,29.5146585204253,450
"Hennepin","Entire home/apt",1,3,8,2,158,2,5,5,5,0,1,0,2,6.43221669752691,193
"Dakota","Entire home/apt",2,4,10,2,292,1,5,5,5,0,1,0,1,14.2271188882791,627
"Hennepin","Entire home/apt",3,4,8,1,180,4,4.25,4.5,4.75,0,0,1,1,5.80037378279322,304
"Ramsey","Entire home/apt",2.5,5,2,1,349,2,5,5,5,0,1,0,3,6.88474296161455,214
"Dakota","Entire home/apt",2,4,6,2,257,4,4.25,3.5,5,0,1,1,1,3.66420102558097,155
"Carver","Entire home/apt",1,1,2,3,90,3,4.33,5,4.67,0,0,1,1,20.5661752115059,110
"Mille Lacs","Entire home/apt",2,3,10,2,94,5,4.8,4.6,5,0,1,1,2,91.1728056814768,179
"Hennepin","Private room",3,7,1,30,314,1,5,5,5,1,0,1,6,1.46585274419233,30
"Hennepin","Private room",1,1,1,1,365,1,5,5,5,0,0,0,1,5.75470485665082,90
"Hennepin","Entire home/apt",2.5,3,6,1,311,1,3,5,3,1,0,1,91,19.1314840408465,223
"Dakota","Entire home/apt",1,1,4,2,337,7,5,5,5,0,1,0,39,18.6107590788776,207
"Hennepin","Private room",1,1,2,1,0,1,5,5,5,0,1,1,1,7.55059028582633,31
"Hennepin","Private room",1,1,2,1,152,52,4.94,4.98,4.98,1,0,1,1,4.9400442590751,77
"Hennepin","Private room",1.5,1,1,7,294,1,5,5,5,1,1,1,5,2.97322126526557,55
"Washington","Entire home/apt",1,2,6,2,353,4,5,5,4.75,0,0,1,2,15.6671536874974,186
"Washington","Entire home/apt",2.5,3,8,2,282,4,5,5,5,0,0,1,1,25.3687500833977,350
"Hennepin","Private room",1,1,2,1,82,1,5,5,5,0,0,1,1,5.59085838137328,50
"Hennepin","Entire home/apt",1,2,4,1,1,12,4.92,5,4.83,0,0,1,1,3.07335900812251,96
"Washington","Entire home/apt",2,4,8,1,326,7,5,4.71,5,0,1,1,1,7.21694701937843,230
"Hennepin","Entire home/apt",1.5,1,4,1,48,3,4.67,5,4.67,0,0,1,1,11.441175684232,135
"Hennepin","Entire home/apt",2.5,3,8,1,352,7,5,4.86,5,1,0,1,91,2.60219926595367,253
"Hennepin","Entire home/apt",2,3,7,1,256,1,5,5,5,0,1,1,3,2.33790927516174,195
"Ramsey","Entire home/apt",1,1,2,2,32,18,4.94,4.83,4.94,0,0,1,1,1.4832233554324,67
"Hennepin","Entire home/apt",2,4,8,2,345,2,3,3,4,0,1,0,39,1.30848171915393,173
"Hennepin","Private room",2.5,1,2,1,85,14,4.93,4.79,5,1,0,1,9,2.7967557963918,55
"Hennepin","Entire home/apt",2,4,8,1,326,13,4.69,4.92,4.85,1,1,1,3,9.35991498143549,151
"Ramsey","Entire home/apt",2,5,10,1,311,12,4.83,4.75,5,0,1,1,1,3.86837574798626,301
"Ramsey","Entire home/apt",1.5,3,6,2,355,4,4.75,5,4.75,0,0,1,18,1.27479071805074,92
"Hennepin","Entire home/apt",1.5,3,6,2,48,3,5,4.67,5,0,0,0,1,16.8478949455585,160
"Hennepin","Entire home/apt",1,2,4,1,88,10,4.7,4.7,4.8,0,0,0,1,2.42187346140176,100
"Ramsey","Entire home/apt",2,4,12,2,0,4,5,5,5,0,0,0,2,4.27899247622755,254
"Hennepin","Entire home/apt",3,3,8,3,201,5,5,5,5,0,0,0,1,1.12121403757286,224
"Ramsey","Entire home/apt",1,1,2,1,71,24,5,5,5,0,0,1,3,1.1784558464559,83
"Hennepin","Private room",3.5,1,2,1,65,5,4.4,4.6,4.6,1,0,1,9,2.89983099046205,70
"Hennepin","Private room",1.5,1,2,1,365,4,3.75,4.5,3.5,0,1,1,8,1.87040826113565,55
"Ramsey","Entire home/apt",2,3,3,3,365,1,5,5,5,0,1,0,3,3.75428159220797,206
"Anoka","Entire home/apt",3,3,10,3,238,4,5,5,5,1,0,1,7,10.3343508420638,399
"Hennepin","Entire home/apt",1,2,2,30,259,1,5,5,5,1,0,1,2,10.6047927724428,97
"Hennepin","Entire home/apt",1,3,7,1,276,9,5,5,5,0,0,0,1,3.13016064456645,128
"Hennepin","Private room",1.5,1,1,1,356,5,4.8,5,4.8,0,0,1,8,1.87040826113565,40
"Hennepin","Entire home/apt",1,2,6,1,110,1,5,5,5,1,1,1,1,4.83731222238803,141
"Hennepin","Private room",2,3,2,1,0,1,5,5,5,0,1,1,7,5.90108554080085,60
"Pierce","Entire home/apt",3,2,12,2,108,2,5,5,5,0,0,1,1,33.1515992756152,600
"Hennepin","Entire home/apt",1,1,2,2,28,4,5,5,5,0,0,1,1,2.99206211923488,136
"Ramsey","Private room",1,1,2,2,23,5,4.8,4.8,4.6,0,0,1,1,9.08207744858602,32
"Ramsey","Entire home/apt",2,3,10,2,252,2,5,5,5,0,0,1,1,9.5334023764417,253
"Ramsey","Entire home/apt",2,3,8,1,0,1,5,5,5,0,0,0,1,1.79084718415652,131
"Carver","Entire home/apt",1,1,4,1,81,12,4.92,4.83,4.83,0,1,0,1,20.2864049098586,80
"Hennepin","Entire home/apt",2,3,8,3,294,3,5,5,5,1,1,1,2,5.3685346452754,175
"Hennepin","Private room",1.5,1,2,1,363,5,4.2,5,4.6,0,1,1,8,1.91261956485593,50
"Ramsey","Private room",1,1,2,1,356,2,4.5,5,5,0,0,1,1,2.00745404659452,47
